Alapkezelő;Alap megnevezése;Sorozat megnevezése;Az alap (sorozat) ISIN kódja / egyéb azonosító;Alap fajta;Futamidő;Elsődleges eszközkategória;Befektetési politika;Földrajzi, devizális kitettség;Devizanem;Az alap (sorozat) átlagos nettó eszközértéke;"Alapkezelési díj 
(tájékoztató alapján) %-ban";"Sikerdíj 
(tájékoztató alapján) %-ban";A sikerdíj elszámolás gyakorisága;Letétkezelési díj (tájékoztató alapján) %-ban;Egyéb, a tájékoztatóban %-os formában meghatározott díjak összesen, %-ban;A tájékoztatóban %-ban meghatározott maximális díjterhelés;Az alapra terhelt összes költség;Az alapra terhelt alapkezelési díj ;Az alapra terhelt sikerdíj ;Az alapra terhelt eladási, visszaváltási, forgalmazási jutalék;Az alapra terhelt letétkezelési díj ;Az alapra terhelt egyéb költségek;Korrigált  értékpapír kereskedési és bankköltség;ezen belül: a 10 %-nál nagyobb arányt jelentő kollektív értékpapírokba történő befektetés kapcsán felmerült költségek;Ingatlanalapokra terhelt értékcsökkenés, továbbszámlázott közüzemi díjak, egyéb költségek;A 10 %-nál nagyobb arányt jelentő kollektív értékpapírokba történő befektetéshez kapcsolódó arányosított, összesített folyó díjterhelési mutató (%);"Az alapra terhelt összes korrigált költség
(Ft / deviza)";Alapkezelési díj/összes korrigált költség (%);Letétkezelési díj/összes korrigált költség (%);Alapkezelési díj/SÁNE (%);Letétkezelési díj/SÁNE (%);"TER 2024
(%)"
Amundi Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Amundi Nemzetközi Vegyes Alapok Alapja;Amundi Nemzetközi Vegyes Alapok Alapja D sorozat;HU0000701941;nyílt végű;határozatlan;értékpapíralap;kiegyensúlyozott vegyes alap;külföldi;HUF;1,041,064,009.00;1;;0;0.15;1.385;;13,404,304.22;10,409,545.00;;520,154.00;1,560,463.00;877,647.22;36,495.00;0.00;;0.096841;13,367,809.22;77.87;11.67;1.00;0.15;1.38
Amundi Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Amundi Óvatos Kötvény Alap;Amundi Óvatos Kötvény Alap C sorozat;HU0000704168;nyílt végű;határozatlan;értékpapíralap;rövid kötvényalap;hazai;HUF;6,047,229,797.00;0.85;;0;0.1;0.985;;54,075,046.47;42,339,152.00;;2,368,864.00;3,981,752.00;5,372,557.47;12,721.00;;;0;54,062,325.47;78.32;7.37;0.70;0.07;0.89
Amundi Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Amundi Óvatos Kötvény Alap;Amundi Óvatos Kötvény Alap A sorozat;HU0000701909;nyílt végű;határozatlan;értékpapíralap;rövid kötvényalap;hazai;HUF;83,918,870,642.00;1;;0;0.1;0.985;;1,002,240,988.47;839,379,138.00;;32,873,298.00;55,255,735.00;74,556,282.47;176,535.00;;;0;1,002,064,453.47;83.76;5.51;1.00;0.07;1.19
Amundi Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Amundi Ökológiai Átmenet Vegyes Alapok Alapja;Amundi Ökológiai Átmenet Vegyes Alapok Alapja;HU0000717418;nyílt végű;határozatlan;értékpapíralap;kiegyensúlyozott vegyes alap;külföldi;HUF;2,937,720,958.00;1.5;;0;0.08;1.385;;53,248,163.00;44,056,861.00;;1,468,562.00;2,349,701.00;5,265,930.00;107,109.00;0.00;;0.462618;53,141,054.00;82.91;4.42;1.50;0.08;2.27
Amundi Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Amundi Regatta Plusz Abszolút Hozamú Alap;Amundi Regatta Plusz Abszolút Hozamú Alap A sorozat;HU0000711353;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;hazai;HUF;1,708,168,486.00;1.5;20;éves ;0.1;1.385;;38,053,789.59;25,621,237.00;1,546,541.00;853,896.00;1,707,793.00;6,258,212.59;2,066,110.00;;;0;34,441,138.59;74.39;4.96;1.50;0.10;2.02
Amundi Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Amundi Regatta Plusz Abszolút Hozamú Alap;Amundi Regatta Plusz Abszolút Hozamú Alap C sorozat;HU0000712666;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;hazai;HUF;605,839,565.00;1.3;20;éves ;0.1;1.385;;12,483,293.41;7,585,174.00;1,037,157.00;302,853.00;605,706.00;2,219,612.41;732,791.00;;;0;10,713,345.41;70.80;5.65;1.25;0.10;1.77
Amundi Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Amundi Rugalmas Kötvény Alap;Amundi Rugalmas Kötvény Alap Z sorozat;HU0000722681;nyílt végű;határozatlan;értékpapíralap;szabad futamidejű kötvényalap;hazai;HUF;4,726,023,540.00;0.1;;0;0.1;0.985;;16,115,978.42;4,725,561.00;;2,362,221.00;3,307,108.00;5,642,001.42;79,087.00;0.00;;0;16,036,891.42;29.47;20.62;0.10;0.07;0.34
Amundi Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Amundi Rugalmas Kötvény Alap;Amundi Rugalmas Kötvény Alap A sorozat;HU0000722673;nyílt végű;határozatlan;értékpapíralap;szabad futamidejű kötvényalap;hazai;HUF;5,994,388,335.00;1.3;;0;0.1;0.985;;92,383,339.82;77,935,975.00;;2,996,191.00;4,194,666.00;7,156,195.82;100,312.00;0.00;;0;92,283,027.82;84.45;4.55;1.30;0.07;1.54
Amundi Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Amundi Selecta Európai Részvény Alapok Alapja;Amundi Selecta Európai Részvény Alapok Alapja I sorozat;HU0000706676;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;HUF;27,355,037.00;0.7;;0;0.1;1.385;;284,789.68;191,490.00;;13,677.00;27,354.00;50,724.68;1,544.00;560.00;;0.201879;283,245.68;67.61;9.66;0.70;0.10;1.24
Amundi Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Amundi Selecta Európai Részvény Alapok Alapja;Amundi Selecta Európai Részvény Alapok Alapja A sorozat;HU0000702014;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;HUF;4,036,800,091.00;1.7;;0;0.1;1.385;;82,398,348.70;68,630,086.00;;2,018,311.00;4,036,624.00;7,485,448.70;227,879.00;90,605.00;;0.201879;82,170,469.70;83.52;4.91;1.70;0.10;2.24
Amundi Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Amundi Selecta Európai Részvény Alapok Alapja;Amundi Selecta Európai Részvény Alapok Alapja U sorozat;HU0000718192;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;HUF;67,521,290.00;1.9;;0;0.1;1.385;;1,249,863.62;1,019,571.00;;33,759.00;67,518.00;125,204.62;3,811.00;3,048.00;;0.201879;1,246,052.62;81.82;5.42;1.51;0.10;2.05
Amundi Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Amundi USA Devizarészvény Alapok Alapja;Amundi USA Devizarészvény Alapok Alapja A sorozat;HU0000701883;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;HUF;15,647,656,773.00;1.7;;0;0.1;1.385;;307,407,702.84;265,900,512.00;;7,821,376.00;15,642,755.00;17,580,371.84;462,688.00;0.00;;0.278301;306,945,014.84;86.63;5.10;1.70;0.10;2.24
Amundi Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Amundi USA Devizarészvény Alapok Alapja;Amundi USA Devizarészvény Alapok Alapja U sorozat;HU0000718200;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;HUF;1,654,354,259.00;1.9;;0;0.1;1.385;;28,719,821.16;24,331,458.00;;826,918.00;1,653,836.00;1,858,691.16;48,918.00;0.00;;0.278301;28,670,903.16;84.86;5.77;1.47;0.10;2.01
APELSO CAPITAL Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;APELSO ECHO Abszolút Hozamú Alap A sorozat;A;HU0000709241;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;hazai;HUF;127,840,631.00;3;25;éves;0.085;1;;2,618,819.00;1,707,178.00;0.00;;91,095.00;371,003.00;449,543.00;;;0;2,169,276.00;78.70;4.20;1.34;0.07;1.70
APELSO CAPITAL Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;APELSO ECHO Abszolút Hozamú Alap EUR sorozat;EUR;HU0000713375;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;hazai;EUR;82,617,210.00;3;25;éves;0.085;1;;1,693,413.00;1,103,917.00;0.00;;58,905.00;239,902.00;290,689.00;;;0;1,402,724.00;78.70;4.20;1.34;0.07;1.70
APELSO CAPITAL Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;APELSO EUR Rövid Kötvény Alap;A;HU0000715834;nyílt végű;határozatlan;értékpapíralap;rövid kötvényalap;hazai;EUR;230,789,858.00;2;0;0;0.085;3;;1,149,299.00;575,947.00;0.00;;0.00;296,561.00;276,791.00;;;0;872,508.00;66.01;0.00;0.25;0.00;0.38
APELSO CAPITAL Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;APELSO HUF Rövid Kötvény Részalap;A;HU0000731393;nyílt végű;határozatlan;értékpapíralap;rövid kötvényalap;hazai;HUF;382,577,401.00;2;0;0;0.085;1;;7,073,921.00;3,828,221.00;0.00;;343,454.00;2,638,903.00;263,343.00;;;0;6,810,578.00;56.21;5.04;1.00;0.09;1.78
APELSO CAPITAL Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;APELSO INCOME Kötvény Befektetési Alap A sorozat;A;HU0000706494;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;hazai;HUF;369,888,610.00;3;25;éves;0.085;1;;14,589,598.00;7,164,960.00;3,195,593.00;;992,381.00;2,984,895.00;251,769.00;;;0;11,142,236.00;64.30;8.91;1.94;0.27;3.01
APELSO CAPITAL Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;APELSO Megatrends Részvény Alap;A;HU0000706510;nyílt végű;határozatlan;értékpapíralap;részvényalap;hazai;HUF;195,441,570.00;2.4;25;éves;0.25;1;;5,590,715.00;2,828,861.00;0.00;;225,000.00;976,902.00;1,559,952.00;;;0;4,030,763.00;70.18;5.58;1.45;0.12;2.06
APELSO CAPITAL Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;APELSO USD Rövid Kötvény Alap;A;HU0000713771;nyílt végű;határozatlan;értékpapíralap;rövid kötvényalap;hazai;USD;69,526,882.00;2;0;0;0.085;3;;950,697.00;0.00;0.00;;145,730.00;557,066.00;247,901.00;;;0;702,796.00;0.00;20.74;0.00;0.21;1.01
APELSO CAPITAL Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;APELSO Wealth Management Kiegyensúlyozott Vegyes Alap HUF A sorozat;A;HU0000707732;nyílt végű;határozatlan;értékpapíralap;kiegyensúlyozott vegyes alap;hazai;HUF;189,582,701.00;3;0;0;0.085;1;;4,138,947.00;2,069,265.00;0.00;;150,000.00;1,546,803.00;372,879.00;;;0;3,766,068.00;54.94;3.98;1.09;0.08;1.99
APELSO CAPITAL Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Fókusz EUR Abszolút Hozamú Részalap;A;HU0000731401;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;hazai;EUR;1,331,221,216.00;2;25;éves;0.085;1;;20,179,535.00;13,814,087.00;870,359.00;;1,199,078.00;4,230,873.00;65,138.00;;;0;19,244,038.00;71.78;6.23;1.04;0.09;1.45
APELSO CAPITAL Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Fókusz HUF Származtatott Alap;A;HU0000706528;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;hazai;HUF;1,035,368,929.00;3;25;éves;0.25;1;;30,101,974.00;17,844,376.00;5,101,210.00;;1,193,985.00;4,832,879.00;1,129,524.00;;;0;23,871,240.00;74.75;5.00;1.72;0.12;2.31
APELSO CAPITAL Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;New Wave EUR Abszolút Hozamú Alap;A;HU0000708714;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;hazai;EUR;374,515,499.00;3;25;éves;0.085;1;;14,095,453.00;9,716,385.00;0.00;;933,705.00;3,334,228.00;111,135.00;;;0;13,984,318.00;69.48;6.68;2.59;0.25;3.73
AXIOM Alapkezelő Zártkörűen Működő Részvénytársaság;Axiom Aplus Abszolút Hozamú Származtatott Alap;A sorozat;HU0000720552;nyílt végű;határozatlan;értékpapíralap;származtatott alap;hazai;HUF;1,760,698,026.00;2;20;éves;0.08;2;;83,962,717.00;34,044,806.00;44,587,789.00;0.00;1,373,686.00;3,425,669.00;530,767.00;0.00;0.00;0;38,844,161.00;87.64;3.54;1.93;0.08;2.21
Biggeorge Alapkezelő Zártkörűen Működő Részvénytársaság;Biggeorge 4. Ingatlanfejlesztő Ingatlanbefektetési Alap;Biggeorge 4. Ingatlanfejlesztő Ingatlanbefektetési Alap;HU0000706049;nyílt végű;határozatlan;ingatlanalap;közvetlen ingatlanokba fektető alap;hazai;HUF;21,601,406,584.00;3;0;0;0.09;1.09;0;404,211,090.00;161,902,677.00;0.00;0.00;19,428,319.00;147,686,285.00;2,686,421.00;0.00;72,507,388.00;0.22;329,017,281.00;49.21;5.90;0.75;0.09;1.74
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;Artemisz Digital Assets Részalap;Artemisz Digital Assets Részalap B sorozat;HU0000733621;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;részvényalap;külföldi;USD;831,992.00;2.5;25;éves;0.03;0.09;;27,925.00;19,466.00;0.00;594.00;437.00;5,117.00;2,311.00;0.00;0.00;0;25,614.00;76.00;1.71;2.34;0.05;3.08
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;Artemisz Digital Assets Részalap;Artemisz Digital Assets Részalap A sorozat;HU0000733613;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;részvényalap;külföldi;HUF;81,016,608.00;2.5;25;éves;0.03;0.09;;2,913,642.00;2,031,040.00;0.00;61,978.00;45,607.00;533,934.00;241,083.00;0.00;0.00;0;2,672,559.00;76.00;1.71;2.51;0.06;3.30
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;Artemisz Kötvény Származtatott Részalap ;Artemisz Kötvény Származtatott Részalap A sorozat;HU0000733639;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;kötvényalap;külföldi;HUF;314,507,277.00;2.5;25;éves;0.03;0.09;;10,720,010.00;7,924,466.00;0.00;280,756.00;187,428.00;1,939,555.00;387,805.00;0.00;0.00;0;10,332,205.00;76.70;1.81;2.52;0.06;3.29
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;Artemisz Kötvény Származtatott Részalap ;Artemisz Kötvény Származtatott Részalap B sorozat;HU0000733647;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;kötvényalap;külföldi;EUR;64,043.00;2.5;25;éves;0.03;0.09;;2,102.00;1,554.00;0.00;55.00;37.00;380.00;76.00;0.00;0.00;0;2,026.00;76.70;1.83;2.43;0.06;3.16
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;Artemisz Megatrend Származtatott Részalap;Artemisz Megatrend Származtatott Részalap A sorozat;HU0000733597;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;részvényalap;külföldi;HUF;41,197,254.00;2.5;25;éves;0.03;0.09;;2,721,008.00;1,086,481.00;221.00;159,329.00;68,366.00;1,194,669.00;211,942.00;0.00;0.00;0;2,508,845.00;43.31;2.72;2.64;0.17;6.09
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;Artemisz Megatrend Származtatott Részalap;Artemisz Megatrend Származtatott Részalap B sorozat;HU0000733605;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;részvényalap;külföldi;EUR;91,505.00;2.5;25;éves;0.03;0.09;;5,851.00;2,336.00;0.00;343.00;147.00;2,569.00;456.00;0.00;0.00;0;5,395.00;43.30;2.72;2.55;0.16;5.90
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;Artemisz Nemzetközi Tőzsdei Guruk Alapja Részalap;Artemisz Nemzetközi Tőzsdei Guruk Alapja Részalap B sorozat;HU0000733662;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;részvényalap;külföldi;USD;123,267.00;2.5;25;éves;0.03;0.09;;7,689.00;2,885.00;0.00;367.00;157.00;2,862.00;1,418.00;0.00;0.00;0;6,271.00;46.01;2.50;2.34;0.13;5.09
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;Artemisz Nemzetközi Tőzsdei Guruk Alapja Részalap;Artemisz Nemzetközi Tőzsdei Guruk Alapja Részalap A sorozat;HU0000733654;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;részvényalap;külföldi;HUF;48,491,445.00;2.5;25;éves;0.03;0.09;;3,256,659.00;1,222,158.00;0.00;155,383.00;66,437.00;1,212,223.00;600,458.00;0.00;0.00;0;2,656,201.00;46.01;2.50;2.52;0.14;5.48
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;EQUILOR Fregatt Származtatott Befektetési Alap;EQUILOR Fregatt Származtatott Befektetési Alap;HU0000711783;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;abszolút hozamú alap;hazai;HUF;1,028,652,830.00;2;25;éves;0.05;0.09;2.5;29,287,246.00;20,558,598.00;6,000,014.00;300,000.00;516,109.00;1,701,547.00;210,978.00;0.00;0.00;0;23,076,254.00;89.09;2.24;2.00;0.05;2.24
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;EQUILOR Hydra Származtatott Befektetési Alap;EQUILOR Hydra Származtatott Befektetési Alap;HU0000719612;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;abszolút hozamú alap;külföldi;HUF;302,595,796.00;1;20;éves;0.06;0.09;1.5;11,812,288.00;6,048,846.00;0.00;300,000.00;271,901.00;1,716,461.00;3,475,080.00;0.00;0.00;0;8,337,208.00;72.55;3.26;2.00;0.09;2.76
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;EQUILOR Ingatlan Trend Befektetési Alap;EQUILOR Ingatlan Trend Befektetési Alap A sorozat;HU0000726823;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;részvényalap;külföldi;HUF;3,026,668,202.00;1;15;éves;0.05;0.09;1.5;93,280,417.00;30,483,411.00;37,336,779.00;224,978.00;1,522,460.00;9,820,161.00;13,892,628.00;0.00;0.00;0;42,051,010.00;72.49;3.62;1.01;0.05;1.39
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;EQUILOR Közép-európai Részvény Befektetési Alap;"EQUILOR Közép-európai Részvény Befektetési Alap ""A"" sorozat";HU0000714746;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;részvényalap;külföldi;HUF;4,216,781,559.00;1;20;éves;0.05;0.09;1.5;123,318,936.00;42,820,834.00;56,418,298.00;291,660.00;2,653,759.00;2,946,205.00;18,188,180.00;0.00;0.00;0;48,712,458.00;87.91;5.45;1.02;0.06;1.16
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;EQUILOR Közép-európai Részvény Befektetési Alap;"EQUILOR Közép-európai Részvény Befektetési Alap ""B"" sorozat";HU0000724877;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;részvényalap;külföldi;EUR;303,214.00;1;20;éves;0.05;0.09;1.5;8,420.95;2,986.00;3,756.95;20.00;185.00;205.00;1,268.00;0.00;0.00;0;3,396.00;87.93;5.45;0.98;0.06;1.12
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;EQUILOR Noé Nemzetközi Részvény Befektetési Alap;EQUILOR Noé Nemzetközi Részvény Befektetési Alap;HU0000714753;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;részvényalap;külföldi;HUF;3,493,683,509.00;1;20;éves;0.05;0.09;1.5;56,961,446.00;35,015,341.00;0.00;300,000.00;1,758,849.00;10,234,385.00;9,652,871.00;0.00;0.00;0;47,308,575.00;74.01;3.72;1.00;0.05;1.35
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;EQUILOR Optimus Befektetési Alapba Fektető Alap;"EQUILOR Optimus Befektetési Alapba Fektető Alap ""B"" sorozat";HU0000724885;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;alapok alapja;hazai;EUR;346.00;0;20;éves;0.04;0.09;0.5;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0;1.00;0.00;0.00;0.00;0.00;0.29
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;EQUILOR Optimus Befektetési Alapba Fektető Alap;"EQUILOR Optimus Befektetési Alapba Fektető Alap ""C"" sorozat";HU0000724893;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;alapok alapja;hazai;USD;335.00;0;20;éves;0.04;0.09;0.5;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0;1.00;0.00;0.00;0.00;0.00;0.30
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;EQUILOR Optimus Befektetési Alapba Fektető Alap;"EQUILOR Optimus Befektetési Alapba Fektető Alap ""A"" sorozat";HU0000715297;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;alapok alapja;hazai;HUF;1,109,166,904.00;0;20;éves;0.04;0.09;0.5;7,973,446.00;0.00;4,346,365.00;300,000.00;440,544.00;2,779,558.00;106,979.00;0.00;0.00;2.27;3,520,102.00;0.00;12.52;0.00;0.04;2.59
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;EQUILOR Private Wealth Management Származtatott Befektetési Alap;EQUILOR Private Wealth Management Származtatott Befektetési Alap;HU0000711775;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;abszolút hozamú alap;hazai;HUF;2,139,155,663.00;0.5;25;éves;0.04;0.09;1.5;28,243,006.00;10,649,445.00;14,200,922.00;300,000.00;857,492.00;2,045,918.00;189,229.00;0.00;0.00;0;13,852,855.00;76.88;6.19;0.50;0.04;0.65
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;EQUILOR Progresszív Származtatott Befektetési Aalap ;EQUILOR Progresszív Származtatott Befektetési Aalap ;HU0000724836;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;abszolút hozamú alap;külföldi;HUF;436,458,295.00;2;25;éves;0.06;0.09;1.5;27,581,904.00;8,665,161.00;0.00;300,000.00;553,326.00;1,686,344.00;16,377,073.00;0.00;0.00;0;11,204,831.00;77.33;4.94;1.99;0.13;2.57
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;EQUILOR Telekom Trend Befektetési Alap;EQUILOR Telekom Trend Befektetési Alap A sorozat;HU0000730262;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;részvényalap;külföldi;HUF;2,273,590,919.00;1;15;éves;0.05;0.09;1.5;59,599,488.00;22,885,163.00;16,199,874.00;224,978.00;1,283,657.00;3,310,892.00;15,694,924.00;0.00;0.00;0;27,704,690.00;82.60;4.63;1.01;0.06;1.22
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;EWO Euro Kötvény Részalap;EWO Euro Kötvény Részalap;HU0000731179;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;szabad futamidejű kötvényalap;külföldi;EUR;1,083,888.00;1;20;éves;0.04;0.09;;16,475.00;10,619.00;0.00;732.00;392.00;4,628.00;104.00;0.00;0.00;0;16,371.00;64.86;2.39;0.98;0.04;1.51
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;EWO Kötvény Részalap;EWO Kötvény Részalap;HU0000731161;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;kötvényalap;hazai;HUF;779,756,902.00;1;20;éves;0.04;0.09;;10,557,482.00;7,795,090.00;0.00;300,000.00;313,599.00;2,019,172.00;129,621.00;0.00;0.00;0;10,427,861.00;74.75;3.01;1.00;0.04;1.34
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;EWO Részvény Részalap;EWO Részvény Részalap EUR sorozat;HU0000731138;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;részvényalap;külföldi;HUF;386,244.00;1.5;20;éves;0.04;0.09;;4,456.00;1,496.00;0.00;181.00;152.00;1,475.00;1,152.00;0.00;0.00;0.38;3,304.00;45.28;4.60;0.39;0.04;1.24
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;EWO Részvény Részalap;EWO Részvény Részalap HUF sorozat;HU0000731146;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;részvényalap;külföldi;EUR;342,680,100.00;1.5;20;éves;0.04;0.09;;4,068,657.00;1,365,915.00;0.00;165,351.00;138,437.00;1,347,076.00;1,051,878.00;0.00;0.00;0.85;3,016,779.00;45.28;4.59;0.40;0.04;1.73
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;EWO Részvény Részalap;EWO Részvény Részalap USD sorozat;HU0000731153;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;részvényalap;külföldi;USD;342,878.00;1.5;20;éves;0.04;0.09;;3,774.00;1,267.00;0.00;153.00;128.00;1,250.00;976.00;0.00;0.00;0.31;2,798.00;45.28;4.57;0.37;0.04;1.13
EQUILOR Alapkezelő Zártkörűen Működő Részvénytársaság;EWO Származtatott Részalap;EWO Származtatott Részalap HUF sorozat;HU0000731203;NYÍLT VÉGŰ;határozatlan;ÉRTÉKPAPÍRALAP;alapok alapja;külföldi;HUF;1,237,134.00;1.5;20;éves;0.04;0.09;;10,886.00;4,723.00;1,620.00;286.00;486.00;2,163.00;1,608.00;0.00;0.00;0.38;7,658.00;61.67;6.35;0.38;0.04;1.00
